revision_id,property_id,value_id,property_label,entity_label,old_value,old_value_label,new_value,new_value_label,label,old_value_description,new_value_description,llm_label
1666694407,31,Q17100703$492FDB8E-C577-4783-9BBC-3E751C08366F,instance of,1968 United States presidential election in New Jersey,"""Q858439""",presidential election,"""Q28206753""",United States presidential election in New Jersey,refinement,election of any head of state whose official title is president,,refinement
631819330,197,Q262548$79093112-5E04-4209-A6FF-6E2B14C03581,adjacent station,Arsenal tube station,"""Q34615026""",Finsbury Park,"""Q536796""",Finsbury Park railway station,refinement,,railway station; interchange with the tube station of the same name,property_value_update
2339780074,108,Q133291751$c56689eb-4e9f-ae52-f29b-47473e0761a1,employer,Yih-Fen Hua,"""Q32746""",National Taiwan University,"""Q9689002""","Department of History, National Taiwan University",refinement,"national university located in Taipei, Taiwan",,property_value_update
1882936001,279,Q3630702$2801fa73-41cd-c7c5-bfe5-4afbff474ef7,subclass of,air underwater breathing apparatus,"""Q32859751""",breathing apparatus,"""Q30715263""",underwater breathing apparatus,refinement,,device used for breathing underwater,refinement
1518736893,31,Q178630$278a928d-46e8-03f4-74e1-0d6e15d602f3,instance of,Portuguese,"""Q33829""",human population,"""Q33180336""",Human population in the biodiversity hotspots,refinement,humans that live in the same locality,scientific article published in April 2000,property_value_update
881906898,276,Q29277084$D327B53A-DE8A-4014-AF56-ACE9FEB2AB08,location,,"""Q3145209""",Hôpital Saint-Jacques,"""Q60338538""",Chapelle de l'hôpital Saint-Jacques,refinement,"hospital in Nantes, France","chapel located in Loire-Atlantique, in France",property_value_update
2028216030,2094,Q123736951$ADE46267-6E3C-491F-9C86-8600F49BFE16,competition class,"ACBB 3 - Garches-Vaucresson 2 (U15, 15-10-2023)","""Q31930761""",men's association football,"""Q44418853""",men's U15 association football,refinement,association football when played by men,"age group ""under 15"" for male teams and national teams of association football",refinement
667951574,155,Q51483509$83F6A081-7092-44CA-9486-0E4BB2ACC9C0,follows,2018 Women's Tour de Yorkshire,"""Q27943070""",2017 Tour de Yorkshire,"""Q29533281""",2017 Women's Tour de Yorkshire,refinement,2017 edition of the Tour de Yorkshire cycling race,3rd women's Tour de Yorkshire,property_value_update
276905845,31,Q10497073$4F523707-6469-4A7E-9E31-8B5175AF174E,instance of,Vårbyfjärden hangar,"""Q62447""",aerodrome,"""Q10295412""",seaplane base,refinement,location from which aircraft flight operations take place,airport with water runways and piers and/or ramps for seaplanes and amphibious aircraft,refinement
679910423,31,Q18975727$6c2a94a5-4eef-88f7-89ef-9250cdcea895,instance of,vesicular exanthema of swine,"""Q9190427""",animal disease,"""Q53544259""",pig disease,refinement,disease that afflicts non-human animals,a disease that afflicts pigs,refinement
2033382938,31,q4216425$76360CBD-2CCA-49CD-8E33-C4476EFCFBD5,instance of,Klyuchevskoi Karyer,"""Q3215290""",artificial lake,"""Q7269229""",quarry lake,refinement,lake formed by people,lake that is formed after a quarry has been dug,refinement
301254922,279,Q33601$A8BCD2EB-C08C-4E52-B906-0264FE9A2675,subclass of,Kaonde,"""Q33146""",Bantu,"""Q6695065""",Luban languages,refinement,large language family spoken in Sub-Saharan Africa,group of Bantu languages,property_value_update
1209796154,912,Q96359182$3cbabfff-4a0d-e13d-3db3-1314e9a16d53,has facility,Gamla Vindskyddet,"""Q96309079""",benched lean-to,"""Q96359242""",benched lean-to with wooden plank floor,refinement,lean-to with fixed benches making it hard/impossible to sleep on the floor,lean-to with wooden plank floor and fixed benches,refinement
673710091,31,Q18695789$bdb3ee4d-4381-0b69-4828-2805b13edff8,instance of,Sant Joan tower,"""Q41176""",building,"""Q52561285""",Sant Joan del Clot Tower,refinement,"structure, typically with a roof and walls, standing more or less permanently in one place",historical building,property_value_update
632130836,31,Q48956416$c710838e-4d3f-a23f-eca8-883d571a3233,instance of,Hobsbawm Macaulay,"""Q4830453""",business,"""Q23700958""",public relations agency,refinement,"organization undertaking commercial, industrial, or professional activity",business offering public relations services to others,refinement
1784657292,39,Q711174$E3A54D99-F84F-42C4-A52B-796609769C2A,position held,Arthur Roche,"""Q48629921""",Catholic archbishop,"""Q115599781""",archbishop ad personam,refinement,prelate of the Catholic Church that rules an Archdiocese or to whom the title was given ad personam,archbishop of the Catholic Church whom title was given to him personally and not as an ordinary of an archdiocese,refinement
1896893020,31,Q388430$cc366814-4878-b482-2707-71245ed23b12,instance of,South African Council of Churches,"""Q94670589""",Christian organization,"""Q118391000""",council of churches,refinement,organization related to Christianity,regional organization of christian denominations,refinement
2208730232,31,Q2946430$ad588d50-4327-2712-7e88-3f835301881e,instance of,Cercle Royal Gaulois Artistique et Littéraire,"""Q988108""",club,"""Q115804847""",private members' club,refinement,association of people united by a common interest or goal,social venue,refinement
2027181184,69,Q18733656$E6F878C5-4096-4ACE-91D3-F174501AF73F,educated at,Jo Hee-de,"""Q49115""",Cornell University,"""Q121484831""",Cornell University Law School,refinement,"private and statutory land-grant research university in Ithaca, New York, USA",Law School of Cornell University,refinement
210047013,279,Q1105343$ff9b1fca-4ca0-60f3-78d1-e6c6aade81b5,subclass of,cocktail glass,"""Q81727""",cup,"""Q18812398""",stemmed glass,refinement,vessel for liquids,glassware with a stem,refinement
750843024,31,Q634847$ebaac7f3-4ea1-6350-1668-18bd6aeedda1,instance of,Warszawa Dome,"""Q3236743""",dome,"""Q22442633""",ice dome,refinement,deformational feature in structural geology,plateau made of ice,refinement
1481032312,106,Q16495192$dfcdbe34-4cbf-5e56-7c26-34784d402ce4,occupation,Augusto Cid,"""Q15296811""",draftsperson,"""Q108103121""",illustrator,refinement,person who makes drawings (artist/cartoonist/drafter/illustrator),profession,property_value_update
2187900628,366,Q4461150$02b4a244-4ee0-d21d-8743-e7486d896a1b,has use,braking resistor,"""Q1155327""",dynamic braking,"""Q126899420""",rheostatic braking,refinement,dynamic braking is the use of the traction motors as generators when slowing a vehicle.,type of dynamic braking where the generated electrical power is dissipated as heat in brake grid resistors,refinement
1480905051,3450,Q106687968$70b4d37b-4062-e108-8dfe-e0915a02058c,sports season of league or competition,2021–22 Women's EHF Champions League,"""Q330395""",EHF Champions League,"""Q652498""",EHF Women's Champions League,refinement,european handball competition,international women's team handball competition in Europe,property_value_update
1850161388,276,Q117074544$8259e506-4529-50e4-0146-4af0a0fdaa16,location,Saga,"""Q18288910""","Ekskogen, Älgeby and Långsjötorp","""Q2199006""",Ekskogen,refinement,"urban area in Vallentuna Municipality, Sweden","village in Vallentuna, Sweden",refinement
1749572451,2650,Q114630222$672f7413-42e8-ae85-67f4-92db18b3b751,interested in,Youth for Christ End-time Ministries,"""Q868575""",empowerment,"""Q106584300""",Youth Empowerment,refinement,providing increased autonomy,A process where children and young people are encouraged to take charge of their lives,refinement
340623875,54,Q6790550$A204FDEA-C33F-47F9-ABB5-6A1709A3865D,member of sports team,Matthew Ghent,"""Q47762""",England men's national association football team,"""Q4201740""",England national under-16 association football team,refinement,men's national association football team representing England,national under-16 association football team representing England,property_value_update
550878346,31,Q4530468$A1914706-9098-4217-B341-F9578BC09609,instance of,Moscow State University Faculty of Economics,"""Q180958""",faculty,"""Q11606439""",Faculty of Economics,refinement,"division of a university by subject area, sometimes also by level",division within a university or college,refinement
679551773,31,Q4161084$DEA0977E-BF97-429C-840B-FD09B91A5C16,instance of,Dias,"""Q101352""",family name,"""Q53475615""",family name in Portugal,refinement,"part of a naming scheme for individuals, used in many cultures worldwide",family name originated from Portuguese language,refinement
1095057296,279,Q1639520$a9a81d63-4d70-5420-4db3-efe333924600,subclass of,beef tenderloin,"""Q289005""",fillet,"""Q81617690""",tenderloin,refinement,cut or slice of boneless meat or fish,cut from the loin,refinement
1074065565,2094,Q3628840$37fb865e-4896-82a1-4c35-d54100d5d52e,competition class,"athletics at the 1972 Summer Olympics – men's 10,000 metres","""Q163892""","10,000 metres","""Q55245399""","men's 10,000 metres",refinement,common long distance running event,gendered athletics discipline competition class,refinement
703968548,2094,Q55189654$30415279-00F5-40E7-B63B-C96788D72881,competition class,2017 Ostrava Golden Spike – men's 100 metres,"""Q164761""",100 metres,"""Q55243390""",men's 100 metres,refinement,sprint race,athletics competition class,refinement
2296121275,1366,Q107504823$fc985c74-4156-fccf-846a-ff28bf073ac3,replaced by,11th Republican Parliament,"""Q107504455""",12th Republican Parliament,"""Q119509313""",12th Republican Parliament of Trinidad and Tobago,refinement,"legislative term of Trinidad and Tobago, 2020–","legislative term of Trinidad and Tobago, 2020–2025",property_value_update
671683455,2629,Q648980$40164520-4463-b02c-dd03-de3396572168,BBFC rating,Alice: Madness Returns,"""Q47542366""",15 rating,"""Q4550895""",15 certificate,refinement,age-based content rating,BBFC content rating indicating restricted to persons aged 15 years and over,property_value_update
769250314,1344,Q16090000$62906A86-906C-4CDE-9B71-75AE14D1332D,participant in,Hannelore Weygand,"""Q8411""",1956 Summer Olympics,"""Q57574019""",Equestrian at the 1956 Summer Olympics – Individual dressage,refinement,"Games of the XVI Olympiad, in Melbourne, Australia",equestrian event at the 1956 Olympics,property_value_update
468834856,156,Q4565645$403633c3-44f5-313f-8c11-572e52f8ecd2,followed by,1945–1960 clothing,"""Q35724""",1960s,"""Q4570170""",1960s clothing,refinement,decade of the 1960s (1960-1969),costume and fashion in the 1960s,property_value_update
738600498,1344,Q15852$D8433E0A-BB9B-4631-97B0-475B781D3DB2,participant in,Aleksandr Berkutov,"""Q8415""",1960 Summer Olympics,"""Q22968929""",Rowing at the 1960 Summer Olympics – Men's double sculls,refinement,"Games of the XVII Olympiad, in Rome, Italy",Olympic rowing event,property_value_update
2336557869,1344,Q722368$c70ad3d5-4ba1-7896-ba2d-77636e1fce27,participant in,Pino Cerami,"""Q571489""",1960 UCI Road World Championships,"""Q48844706""",1960 UCI Road World Championships – Men's road race,refinement,cycling race,cycling race,refinement
734256693,971,Q30731487$14A2C42C-0CF8-4A6B-AEE9-4323A34C6E58,category combines topics,Category:1962 in Yugoslav sport,"""Q2764""",1962,"""Q744872""",1962 in sports,refinement,year,sports-related events of 1962,refinement
1792120054,1344,Q47774$0553be7b-48c4-a19c-7667-5d7a71cc8e8c,participant in,France men's national association football team,"""Q833027""",1962 FIFA World Cup qualification,"""Q115703040""",1962 FIFA World Cup qualification – UEFA Group 2,refinement,football tournament,,refinement
901626002,971,Q20050629$61D30132-2307-4F2F-9578-E24CA327DCD3,category combines topics,Category:1963 in Algerian sport,"""Q2755""",1963,"""Q52177146""",1963 in Algeria,refinement,year,Algeria-related events during the year of 1963,refinement
2236524689,971,Q8152356$FCEC2F02-43E8-4F8E-B8AF-A07C685D15A4,category combines topics,Category:1963 horror films,"""Q2755""",1963,"""Q753327""",1963 in film,refinement,year,overview of the events of 1963 in film,refinement
734256798,971,Q30731486$944CAA25-0C57-4458-B58C-7B28B5A92521,category combines topics,Category:1963 in Yugoslav sport,"""Q2755""",1963,"""Q509359""",1963 in sports,refinement,year,sports-related events of 1963,property_value_update
1166154541,971,Q8152543$99C19A8B-5CF9-4E83-87A6-12AF193B5D35,category combines topics,Category:1963 in Swedish sport,"""Q2755""",1963,"""Q21019605""",1963 in Sweden,refinement,year,Sweden-related events during the year of 1963,property_value_update
1054017557,2094,Q26155827$c389a671-489d-f28a-e71b-5b12ed1b5937,competition class,shooting at the 2016 Summer Olympics – men's 10 metre air rifle,"""Q842208""",10 meter air rifle,"""Q75192253""",men's 10 metre air rifle,refinement,International Shooting Sports Federation (ISSF) shooting event,competition class,refinement
1067337567,54,Q76765447$08bb9eb2-4582-fbb5-90ec-23654193b136,member of sports team,Richard Honeywill,"""Q918298""",Great Britain national handball team,"""Q76968803""",Great Britain national men's under-17 handball team,refinement,Great Britain men's national handball team,Great Britain men's national handball team for under 17's,refinement
1755579673,921,Q114797355$c80c392f-4377-15ff-6e74-f822db32ef67,main subject,Short History of Anglo-Irish Literature from Its Origins to the Present Day,"""Q6497044""",history of literature,"""Q113861611""",history of English literature,refinement,historical development of writings,aspect of history,refinement
549701417,31,Q26435041$182EE2EC-CD76-4D15-9971-F3643398FA0B,instance of,Wheal Prosper Engine House,"""Q3947""",house,"""Q26261765""",engine house,refinement,building usually intended for living in,building or other structure that holds one or more engines,refinement
917748887,31,Q19554547$40CB2EE1-A438-45B7-8B28-1AAC2E26BC2D,instance of,municipal anthem of Viadutos,"""Q484692""",hymn,"""Q63204594""",municipal anthem,refinement,combination of text and tune specifically written for the purpose of adoration or prayer,official hymn representing a municipality or similar administrative subdivision,refinement
1085626461,54,Q27567873$8EA3F2CA-4905-448A-8A13-256123B8A9DD,member of sports team,Jill Whelan,"""Q137660""",Ireland cricket team,"""Q15978479""",Ireland women's cricket team,refinement,Sports team representing the island of Ireland in international cricket,Ireland women's national cricket team,refinement
1158208713,749,Q87654267$8413148B-428B-4FB9-A32A-517D7D36ECCA,parent organization,Kennesaw State University Archives,"""Q1532470""",Kennesaw State University,"""Q90701190""",Kennesaw State University Horace W. Sturgis Library,refinement,"public university located near Kennesaw, Georgia, United States","academic library at Kennesaw State University in Kennesaw, Georgia, USA",refinement
1095911159,279,Q7559$aad81659-4c3e-7089-52d8-3fb90f7bfbbf,subclass of,dragon,"""Q2239243""",mythical creature,"""Q81737607""",serpentine monster,refinement,"supernatural animal, generally a hybrid, sometimes part human, whose existence cannot be proven, described in legends, myths, fables, folklore","large serpentine creature, including dragons and sea serpents",refinement
1299371465,279,Q12328345$95fbde55-4a0a-80a6-3fe5-630ae82624e5,subclass of,national animal,"""Q1128637""",national symbol,"""Q100989638""",official animal,refinement,symbol of any national entity,animal that is a symbol of an nation/organisation,property_value_update
2289491037,6087,Q130545640$fc02f326-4949-e4c4-20ab-d4287be0dd24,coach of sports team,Sherida van Bruggen,"""Q601723""",Netherlands national under-17 football team,"""Q15076810""",Netherlands women's national under-17 association football team,refinement,national association football team,national association football team,property_value_update
1282334011,106,Q99629675$e51d916d-45d3-5926-3087-b33536348b52,occupation,Konstantin Kovar,"""Q599151""",official,"""Q84099710""",government official,refinement,someone who holds a government office,occupation,refinement
368393424,31,Q10536245$1085d217-4feb-5cf2-99ac-c5d095ac57d6,instance of,International Nanny Association,"""Q43229""",organization,"""Q10533553""",non-profit organization,refinement,social entity established to meet needs or pursue goals,organization ran without profit as ambition,refinement
2025644254,279,Q105994043$1D525FD8-3538-42FD-A87D-243C84B9D9D6,subclass of,Surgical Stapler,"""Q39546""",physical tool,"""Q123691992""",surgical tool,refinement,physical item that can be used to achieve a goal,tool used in surgical operations,refinement
244225077,279,Q460336$ee8247ee-4be7-7dcb-9de0-b581aba37a60,subclass of,state police,"""Q35535""",police force,"""Q14947556""",territorial police force,refinement,constituted body of persons empowered by the state to enforce the law,force whose area of responsibility is defined by sub-national boundaries,refinement
1487278217,105,Q15590549$820449FA-AF4E-4A03-B656-C7860A1D6978,taxon rank,Pilosella ×byzantina,"""Q7432""",species,"""Q1306176""",nothospecies,refinement,one of the basic units of biological classification and a taxonomic rank,nomenclature of hybrid species,refinement
1564068814,19,q1293865$F936D0C2-ABE5-4160-926D-7093455EA75D,place of birth,Edward Thomas,"""Q84""",London,"""Q148349""",Lambeth,refinement,capital and largest city of England and the United Kingdom,"district in Central London, England",refinement
946414516,21,Q76948$CAE2915E-BD94-4533-A67A-CFD553BC9A28,sex or gender,Caroline Herschel,"""Q6581072""",female,"""Q1052281""",trans woman,refinement,"to be used in ""sex or gender"" (P21) to indicate that the human subject is a female or ""semantic gender"" (P10339) to indicate that a word refers to a female person",woman assigned male at birth,refinement
1389573503,195,Q48036915$08059368-A655-474A-8021-B4AB8A1D2C40,collection,Scale model of Vive le Roi-MnM 13 MG 21,"""Q1286709""",Musée national de la Marine de Paris,"""Q64206413""",Collections of Musée national de la Marine,refinement,"naval museum in Paris, France",,refinement
1112470645,279,Q630894$5F1FE987-77B1-468C-BE8D-71ED4E1E9F03,subclass of,Tour of Elk Grove,"""Q15091377""",cycling race,"""Q1318941""",stage race,refinement,sporting event with bicycles,cycling race contested over multiple days,refinement
1047811476,6224,Q59493331$C5E39870-48D1-4FBE-9191-AC4CAB3612E4,level of description,Orville Freeman Personal Papers (NAID 622016),"""Q59294612""",collection,"""Q3052382""",fonds,refinement,"in archival science, the highest level of description of a grouping of archival materials not gathered according to provenance","aggregation of records, documents, or works originating from the same creator",refinement
1656855386,551,Q5538154$dd11400f-4d39-2b33-40b2-b776913fd3fe,residence,George Courtauld,"""Q67442940""",Essex,"""Q2282928""",Halstead,refinement,historic county of England,"town in Essex, England, UK",refinement
370476703,31,Q26708095$1920c8f6-4c30-ec60-ba04-afa5880e9258,instance of,,"""Q79007""",street,"""Q5004679""",path,refinement,public thoroughfare in a built environment,small road or street,refinement
1240271168,31,Q4311147$B46B9925-3361-4160-8F93-34107B98A940,instance of,Imamzadeh Abdullah (Ray),"""Q39614""",cemetery,"""Q136868""",imamzadeh,refinement,place of burial,Shia shrine-tomb,property_value_update
435257028,735,Q7945655$ED37F31D-4757-462D-B532-2D0CE474B11A,given name,W. H. Murray,"""Q19803523""",W.,"""Q12344159""",William,refinement,"given name with this initial. Full name undetermined, not generally used or not determinable",male given name,property_value_update
107885277,706,Q4357115$e1ed8b99-4aab-70e7-60a0-3cb542db3f6e,located in/on physical feature,Finnish Church,"""Q579854""",Gamla stan,"""Q3284547""",Stadsholmen,refinement,"urban district in Stockholm, Sweden","island constituting the majority of Gamla stan in Stockholm, Sweden",property_value_update
655446779,31,Q38250711$A6951473-09E9-412A-88E9-DA60E04215D9,instance of,Meydan-e San'at Metro Station,"""Q719456""",station,"""Q928830""",metro station,refinement,public transport station,railway station of a rapid transit system,refinement
1224818247,512,Q16732454$caec92e3-4b33-a3b3-73aa-c990b2b7b3be,academic degree,Markar Melkonian,"""Q849697""",doctorate,"""Q65640233""",PhD in philosophy,refinement,academic or professional degree,,refinement
1199158368,31,Q19903549$8dc2f9b7-4fac-2db0-6e9c-573b7c9eee94,instance of,Tomb of the Blue Demons,"""Q381885""",tomb,"""Q20010053""",Etruscan grave,refinement,burial place,,refinement
424578705,31,Q1640282$1C988F20-77D9-4959-A356-CB97F8377E73,instance of,Jõhvi Rural Municipality,"""Q21583366""",urban or rural municipality of Estonia,"""Q612229""",municipality of Estonia,refinement,,lowest administrative division in Estonia,unrefinement
252683660,106,Q5392123$efdf7d5b-401a-0c70-aaba-469d563f03ce,occupation,Pekka Saros,"""Q202648""",referee,"""Q2304816""",official,refinement,"person of authority, in a variety of sports, who is responsible for presiding over the game from a neutral point of view",basketball official,unrefinement
407304100,735,Q5006692$71B0E1B9-6ABA-40A8-B129-E1FE48024196,given name,C. M. S. McLellan,"""Q19803499""",C.,"""Q2958359""",Charles,refinement,"given name with this initial. Full name undetermined, not generally used or not determinable",male given name,refinement
612023751,279,Q3177953$0e1949c6-4de7-dab0-2ee4-468cb6c3d2cf,subclass of,boxing video game,"""Q659563""",video game genre,"""Q846224""",fighting game,refinement,video game term; categorization of video games,video game genre,refinement
1663776824,921,Q19164928$01ad3d8d-452c-7955-57ba-19bc939b4a87,main subject,Der Schillerpreis,"""Q618779""",award,"""Q2235686""",Schiller prize,refinement,something given to a person or a group of people to recognize their merit or excellence,,refinement
77446256,31,q10513284$4267a9d7-41d3-6d1a-8d0b-919306e3273b,instance of,HSwMS Komet,"""Q3114762""",warship,"""Q4545857""",1.-class torpedo boat,refinement,a watercraft that is built and primarily intended for naval warfare,,refinement
1116365999,106,Q85278170$e4416415-4e0b-b85d-5842-352d3076be18,occupation,,"""Q11499465""",educational personnel,"""Q37226""",teacher,refinement,,"person who helps others to acquire knowledge, competences or values",refinement
1509536377,39,Q3101188$E57DA075-3B77-4ADB-976D-09DC30131FB1,position held,Geoffrey Boucicaut,"""Q1144278""",diocesan bishop,"""Q21114402""",bishop of Laon,refinement,"bishop in pastoral charge of a diocese, as opposed to a titular bishop",,refinement
430363119,279,Q1601459$ad07e39d-4f3b-6a63-a4fa-d457a3a7ac57,subclass of,kothon,"""Q738680""",pottery of ancient Greece,"""Q26701162""",ancient Greek vase-form,refinement,ancient Greek artifact made of clay,,refinement
835418192,31,q3490724$CEB3A7C5-82AE-4A28-91D5-DD3160D4721D,instance of,less-than sign,"""Q3241972""",character,"""Q21092339""",mathematical symbol,refinement,symbol or sign,symbol used in mathematics,property_value_update
1482752377,31,Q3949971$C6F75956-451A-4697-AB57-A2969D5A9A8E,instance of,Nostra Signora delle Tre Fontane,"""Q29553""",sanctuary,"""Q697295""",shrine,refinement,sacred place,"holy or sacred place, which is dedicated to a specific deity",refinement
459763308,106,Q16628272$fab01e91-4488-bc65-6b14-1fd6920d427f,occupation,Eddy Bullerian,"""Q37226""",teacher,"""Q16145150""",music educator,refinement,"person who helps others to acquire knowledge, competences or values",academic title,refinement
775952842,31,Q26504502$93497AB7-F6C4-4844-821C-889215CF8031,instance of,Jireh House,"""Q3947""",house,"""Q2460422""",guest house,refinement,building usually intended for living in,type of lodging,refinement
221148491,31,Q9683961$22B27D3B-4583-479C-845C-D5505B3F7927,instance of,2012 Campeonato Pernambucano,"""Q2625261""",football competition,"""Q1478437""",association football competition,refinement,,competition of soccer (association football),refinement
983839631,31,Q26348064$9948C58C-34A9-4DE6-B355-E1EABFDA8C73,instance of,Trabajador paisajista muere al ser golpeado por un tronco rodante,"""Q26840222""",field study,"""Q1402850""",field study report,refinement,output of field research,publication with the output of field research,refinement
479576665,31,Q16290954$61BCFBC3-367B-4F18-9115-26E9C0E9E575,instance of,Redd,"""Q1071027""",full name,"""Q12308941""",male given name,refinement,set of names by which an individual is known,given name usually meant for boys and men,property_value_update
317627054,171,Q4792907$863d8a57-48ae-b964-7d4e-31ba8e89ff8a,parent taxon,Armatimonadetes,"""Q10876""",bacteria,"""Q3337759""",Negibacteria,refinement,domain of micro-organisms,subkingdom of Gram-negative bacteria,refinement
1002753849,106,Q1317281$037C5A89-5243-4247-BB10-DB9F7E70DF77,occupation,Miguel Arias Cañete,"""Q40348""",lawyer,"""Q66172428""",State lawyer,refinement,professional who practices law,occupation in Spain,refinement
343914235,106,Q3386401$9FD89096-45E3-4FE1-9524-E0722B6B3BDA,occupation,Pierre Ménès,"""Q1930187""",journalist,"""Q13219447""",sports journalist,refinement,"person who collects, writes, and distributes news and other information",person who reports on sports events in the media,refinement
658852278,31,Q3889430$cf886e45-412e-4a2c-7b8a-a485dae4ca7a,instance of,,"""Q7579839""",sports complex,"""Q1076486""",sports venue,refinement,group of sports facilities,"facility (building, structure, or place) dedicated to sports",refinement
1248409687,31,Q28470903$174e763e-4c73-6fa5-16fd-f547992840eb,instance of,,"""Q22731""",stone,"""Q11734477""",memorial stone,refinement,rock; building material,memorial monument in the form of a stone,refinement
757590028,31,Q30880646$1F71CA48-ACE9-448E-82BF-83D5D8F44EA7,instance of,Unipol Domus,"""Q17350442""",venue,"""Q483110""",stadium,refinement,place used for some activity,"place or venue for (mostly) outdoor sports, concerts, or other events",refinement
596788950,4552,Q1430452$A3CF1923-A544-48A4-92D0-EB829A8BB03F,mountain range,Schafrügg,"""Q1286""",Alps,"""Q328393""",Plessur Alps,refinement,major mountain range system in central Europe,mountain range,refinement
452497922,361,Q3297665$0B3EC44B-1260-4367-874B-CCA5116F6A3E,part of,Arves massif,"""Q1286""",Alps,"""Q743382""",Dauphiné Alps,refinement,major mountain range system in central Europe,mountain range,refinement
1149946872,19,Q975097$0B443FC2-EE9F-48B5-BD02-323DA083DE26,place of birth,Thomas Cruise,"""Q84""",London,"""Q125163""",Islington,refinement,capital and largest city of England and the United Kingdom,"district of London, England",refinement
853772250,971,Q58916940$ec29c767-4bfe-82c5-218a-07ef39237f93,category combines topics,Category:Rosalía albums,"""Q482994""",album,"""Q29035150""",album by this artist,refinement,"grouping of album releases by an artist usually released at the same time with the same title and tracks but in different formats for consumption (digital, CD, LP)",Wikidata metaclass,property_value_update
147329760,31,Q15710935$4395c2ba-4f02-a4b5-61d3-428e81609c5a,instance of,Carrot Cake,"""Q188828""",pony,"""Q16632615""",fictional pony,refinement,type of small horse,pony only appearing in works of fiction,refinement
2278355015,101,Q120610687$a046daca-c4b1-479d-9495-b1140f2a243d,field of work,,"""Q14947547""",search,"""Q12324699""",literature search,refinement,bibliographic search,process of exploring a corpus of publications in order to find something relevant,refinement
875687688,106,Q11927374$BB1B8516-9F15-43BD-8EDA-87ABB25B94DC,occupation,Jaume Tresserra Clapés,"""Q5322166""",designer,"""Q15977509""",industrial designer,refinement,person who designs,profession,refinement
811001763,106,Q17055910$6860399F-0BC8-4CEA-93E1-9396F39D65EB,occupation,Igor Štromajer,"""Q483501""",artist,"""Q22343406""",multi-media artist,refinement,person who engages in any form of artistic creation or practice,artist who works with multiple media,refinement
222387364,31,Q13409536$486dddee-42d5-c7e0-e886-7c80ed55a2eb,instance of,pantomime,"""Q483394""",genre,"""Q15850590""",theatrical genre,refinement,"category of creative works based on stylistic, thematic or technical criteria",division and subdivisions of various forms of theater,refinement
686358660,31,Q32786145$D902E2C7-D637-4AC9-8819-5DA7A2D296FD,instance of,Thygesen,"""Q101352""",family name,"""Q17091404""",patronymic surname,refinement,"part of a naming scheme for individuals, used in many cultures worldwide",surname based on the father's given name,refinement
65071017,31,q640287$E5B10C67-717F-42A1-A483-405B9AE3B9C0,instance of,Russian Party of Life,"""Q7278""",political party,"""Q766570""",Political parties in Russia,refinement,organization that seeks to influence government policy and actions and be elected to directly take part on government or legislation,Wikimedia list article,property_value_update
1164491100,180,Q91609476$5C3DAAFE-FC13-4919-A33D-26AB372B88D9,depicts,Portrait of Mary Villiers,"""Q467""",woman,"""Q6780772""","Mary Stewart, Duchess of Richmond",refinement,female adult human,English duchess,property_value_update
600593416,1889,Q44071802$11F52A8C-C140-42E5-8C0C-603DC46BD5BC,different from,1970s,"""Q39911""",decade,"""Q35014""",1970s,refinement,period of 10 years,decade (1970-1979),refinement
144569415,31,Q29122$384a5332-4396-7705-dc81-6f8f3c3bb3dc,instance of,First Anglo-Burmese War,"""Q198""",war,"""Q2248139""",Anglo-Burmese wars,refinement,"organized and prolonged violent conflict between different nations, states, or different groups within a nation or state",list of three Burmese Wars or Anglo-Burmese Wars,property_value_update
247330224,31,q3214793$A182F856-D689-450A-B5C0-483457AAA2BB,instance of,Lake Carnegie,"""Q23397""",lake,"""Q20898243""",Temporary lake,refinement,"body of relatively still water, localized in a basin",,refinement
656925320,39,Q29480$27a7a101-4ffb-69ee-652e-7021e9438e1b,position held,Mohammad Abu Zakariya Yahya,"""Q43292""",sultan,"""Q50975712""",Hafsid sultan,refinement,noble title with several historical meanings,,refinement
144898543,31,Q211955$28702594-2331-476D-877E-D5B8BE7CEC1F,instance of,Cú Chulainn,"""Q5""",human,"""Q15632617""",fictional human,refinement,"any member of Homo sapiens, unique extant species of the genus Homo",human being that only exists in fictional works,refinement
359855272,527,Q620565$0992e1f1-4059-fb37-9913-62b1b274ac91,has part(s),apothecaries' system,"""Q48013""",ounce,"""Q1323615""",troy ounce,refinement,unit of mass,"unit of mass, imperial measure",refinement
134057082,361,Q4556721$FFE74B99-A779-457C-95F6-199F9F2C5B93,part of,1893 FA Cup Final,"""Q11151""",FA Cup,"""Q2615192""",1892–93 FA Cup,refinement,annual knockout football competition,association football tournament concluding in 1893,property_value_update
1361021394,54,Q1690726$505B9BA7-5D8C-4266-AD17-2DB7C1113171,member of sports team,Joan Cañellas,"""Q7156""",FC Barcelona,"""Q378906""",FC Barcelona Handbol,refinement,"multisports club in Barcelona, Spain",handball team,property_value_update
715628701,279,Q15391460$c57ee2fb-458c-7ae2-9551-eb41c533337c,subclass of,Universal Esperanto Association committee member,"""Q9200127""",member,"""Q55754031""",committee member,refinement,individual or organization with membership in a group; constitutive components of a corporate body,person or organization with membership of a committee within an organisation,refinement
